Annual Fees,Originator,Years in Business,1/Years,Credit score,Property Ownership,SIC Code,Industry Category,Industry Subcategory,Num Credit Inquiries,Active Credit Lines,Active Credit Available,Active Credit Balance,Utilitization Percent,Past Due Total Balance,Avg Monthly Payment,Active #30Days,Active #60Days,Active #90Days,Num Charged Off,Credit Bal of Charge Offs,Past Due of Charge Offs,Percent Active Current,Active Percent Revolving,Ever Bankrupt?,Num of Bankruptcies,Time Since Bankruptcy,Num of Child Supports,Num of Closed Judgments,Num of Closed Tax Liens,Amt Past Judgments,Population of Zip Code,White Population,Black Population,Hispanic Population,Asian Population,Hawaiian Population,Indian Population,Other Population,Male Population,Female Population,Households in Zip Code,Persons Per Household,Average House Value,Income Per Household,Median Age,Median Age Male,Median Age Female,State,TimeZone,Metropolitan Statistical Area,Region,Division,Employment,First Quarter Payroll (000),Annual Payroll (000),Avg Annual Salary 
"$3,020 ",A,6,0.142857143,588,Lease,58120305,Services - Eating and Drinking,Delicatessen,11,8,"$7,240 ","$386,150 ",98.16,$170 ,"$3,754 ",2,0,0,0,,,0.625,0.01449246,no,0,,0,0,0,0,30596,27777,96,2584,150,205,662,1123,14845,15751,13400,2.76,"$131,400 ","$32,967 ",29.7,28.4,31.3,UT,7,,West,Mountain,16271,"$89,025 ","$385,241 ","$23,677 "
"$2,380 ",A,6,0.142857143,607,Lease,59991100,Retail - Others,Pets & pet supplies,6,25,"$75,720 ","$133,806 ",63.86,$0 ,"$2,904 ",2,1,0,0,,,1,0.49073001,no,0,,0,0,1,0,27176,21412,4280,500,926,8,49,187,13541,13635,13102,2.16,"$134,600 ","$27,167 ",25.6,25.1,26.2,AL,6,"Auburn-Opelika, AL MSA",South,East South Central,11850,"$54,618 ","$229,253 ","$19,346 "
"$3,130 ",A,6,0.142857143,655,Lease,56510000,Retail - Clothes & Accessories,Family clothing,3,3,"$5,400 ","$4,391 ",44.85,$0 ,$122 ,0,0,0,0,,,1,1,no,0,,0,0,0,0,35145,22461,7070,3356,3261,7,116,1446,17688,17457,14282,2.53,"$230,900 ","$59,656 ",32.1,31.6,32.5,GA,5,"Atlanta, GA MSA",South,South Atlantic,33348,"$464,173 ","$1,807,768 ","$54,209 "
"$2,410 ",B,6,0.142857143,693,Lease,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,4,1,"$3,300 ","$1,338 ",28.85,$0 ,$27 ,0,0,0,0,,,1,1,no,0,,0,0,0,0,19764,15794,437,4142,452,121,381,1851,9983,9781,6801,3.05,"$130,200 ","$41,830 ",31.9,31.4,32.3,NV,8,"Reno, NV MSA",West,Mountain,502,"$1,968 ","$8,895 ","$17,719 "
"$2,780 ",A,10,0.090909091,572,Lease,76992700,Services - Amusement & Recreation,Hobby & collectors services,1,3,"$1,037 ","$6,220 ",85.71,"$6,220 ",$357 ,0,0,0,0,,,0.66666667,1,no,0,,0,0,0,0,65469,7693,53226,2261,359,21,94,678,31268,34201,23760,2.98,"$79,800 ","$25,557 ",31.5,30.4,32.6,FL,5,"Miami-Fort Lauderdale, FL CMSA",South,South Atlantic,12427,"$72,238 ","$299,874 ","$24,131 "
"$2,290 ",B,2,0.333333333,601,Mortgage,54110000,Retail - Food Stores,Groceries,4,7,"$3,550 ","$22,614 ",86.43,"$2,186 ",$537 ,6,1,3,0,,,0.71428571,0.14221817,no,0,,0,0,0,0,925,910,1,6,1,0,4,2,496,429,379,2.58,"$108,300 ","$50,083 ",40.1,38.3,41.7,NE,6,,Midwest,West North Central,100,$419 ,"$2,118 ","$21,180 "
"$3,050 ",B,1,0.5,700,Lease,27520000,Services - Printing Publishing and Allied Industries,"Commercial printing, lithographic",0,16,"$73,540 ","$204,101 ",73.51,$0 ,"$2,603 ",0,0,0,0,,,1,0.24367798,no,0,,0,0,0,0,17526,16216,855,313,82,2,36,85,8713,8813,6606,2.73,"$98,700 ","$45,994 ",31.6,30.9,32.4,GA,5,"Atlanta, GA MSA",South,South Atlantic,3829,"$24,851 ","$107,920 ","$28,185 "
"$3,560 ",B,4,0.2,584,Lease,72990105,Services - Personal,Tanning salon,17,24,"$47,470 ","$706,612 ",93.7,$206 ,"$8,025 ",1,0,0,0,,,0.95833333,0.06463941,no,0,,0,0,0,0,16698,16139,45,241,96,9,135,58,8638,8060,6883,2.57,"$148,500 ","$41,070 ",31.2,30,32.5,MT,7,,West,Mountain,6251,"$34,497 ","$161,028 ","$25,760 "
"$4,260 ",B,12,0.076923077,526,Lease,51360000,Wholesale,Men's & boy's clothing,11,8,$800 ,"$10,418 ",92.87,"$9,728 ",$60 ,0,0,0,0,,,0.5,0.12756325,yes,1,95.868972,0,0,1,0,20510,10659,8154,2085,195,36,72,622,9596,10914,11310,2.03,"$91,100 ","$30,642 ",39.1,36.4,41.9,FL,5,"West Palm Beach-Boca Raton, FL MSA",South,South Atlantic,25015,"$267,003 ","$1,129,582 ","$45,156 "
"$3,560 ",B,3,0.25,480,Lease,58120500,Services - Eating and Drinking,Family restaurants,7,12,"$2,200 ","$88,175 ",97.57,"$1,874 ","$2,157 ",33,8,3,0,,,0.66666667,0.04372611,no,0,,0,0,0,0,1338,948,250,228,14,0,10,45,755,583,494,1.31,"$204,200 ","$51,688 ",34.9,35.1,34,TX,6,"Dallas-Fort Worth, TX CMSA",South,West South Central,20340,"$345,726 ","$1,284,268 ","$63,140 "
"$3,080 ",C,3,0.25,586,Lease,72990106,Services - Personal,Tattoo parlor,7,15,"$11,850 ","$227,045 ",95.04,"$2,169 ","$3,726 ",1,0,0,0,,,0.86666667,0.05659239,no,0,,0,0,0,0,27268,20147,4785,2236,528,14,79,1347,12804,14464,13443,2.17,"$111,800 ","$41,888 ",35.9,33.6,38.2,NC,5,"Greensboro--Winston-Salem--High Point, NC MSA",South,South Atlantic,44287,"$380,096 ","$1,575,418 ","$35,573 "
"$3,070 ",A,2,0.333333333,477,Lease,51310000,Wholesale,Piece goods & notions,5,15,"$1,000 ","$28,097 ",96.56,"$2,168 ",$679 ,1,0,0,0,,,0.26666667,0.0505392,no,0,,0,0,0,0,13273,10789,81,3667,54,21,199,1803,6874,6399,4428,3.31,"$165,400 ","$50,687 ",30.9,30.8,31,AZ,7,"Phoenix-Mesa, AZ MSA",West,Mountain,3246,"$24,950 ","$101,665 ","$31,320 "
"$2,460 ",C,8,0.111111111,658,Own,58120600,Services - Eating and Drinking,Pizza restaurants,1,11,"$36,330 ","$190,420 ",83.98,$0 ,"$1,974 ",4,1,0,0,,,1,0.12904583,no,0,,0,0,0,0,10979,10741,69,72,17,2,41,28,5385,5594,4562,2.61,"$74,000 ","$39,021 ",36.9,36.3,37.4,AR,6,,South,West South Central,2243,"$12,781 ","$56,816 ","$25,330 "
"$4,240 ",C,8,0.111111111,620,Lease,72990500,Services - Personal,Facility rental & party planning services,1,13,"$17,128 ","$691,383 ",97.58,"$1,500 ","$6,340 ",5,2,3,0,,,0.92307692,0.02880682,no,0,,0,0,0,0,18265,13761,1287,2924,1070,64,124,1205,9139,9126,7595,2.51,"$169,500 ","$44,820 ",38.2,37.2,39.5,NV,8,"Las Vegas, NV-AZ MSA",West,Mountain,16341,"$113,946 ","$501,752 ","$30,705 "
"$3,270 ",C,30,0.032258065,660,Lease,59991600,Retail - Others,"Art, picture frames & decorations",3,7,"$41,600 ","$722,650 ",94.56,$0 ,"$6,285 ",3,3,1,0,,,0.85714286,0.0896088,no,0,,0,0,0,0,32831,26724,573,4426,1420,55,571,2125,16493,16338,13199,2.52,"$142,300 ","$30,536 ",27.2,26.2,28.6,CA,8,"Chico-Paradise, CA MSA",West,Pacific,16012,"$87,020 ","$368,247 ","$22,998 "
"$4,130 ",C,1,0.5,614,Mortgage,58120500,Services - Eating and Drinking,Family restaurants,1,18,"$50,327 ","$214,420 ",80.99,"$3,543 ","$2,829 ",26,6,3,0,,,0.72222222,0.11333899,no,0,,0,0,0,0,4992,4661,105,162,89,0,7,43,2434,2558,2296,2.29,"$100,600 ","$39,299 ",37.5,35.9,39.3,PA,5,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD CMSA",Northeast,Middle Atlantic,1365,"$10,678 ","$45,422 ","$33,276 "
"$3,220 ",A,10,0.090909091,643,Lease,57130000,"Retail - Furniture, Furnishings & Appliances",Floor covering,15,11,"$18,270 ","$927,750 ",98.07,$0 ,"$8,434 ",3,0,0,0,,,0.90909091,0.01085628,no,0,,0,0,0,0,101214,28280,13677,86291,482,68,1270,52724,51883,49331,23721,4.65,"$140,000 ","$23,851 ",23.6,23.4,23.8,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,10337,"$55,276 ","$231,643 ","$22,409 "
"$3,740 ",A,12,0.076923077,661,Lease,54610000,Retail - Food Stores,Bakeries,15,25,"$678,410 ","$2,912,829 ",81.11,$0 ,"$36,149 ",0,0,0,0,,,1,0.12575741,no,0,,0,0,0,0,17910,15870,913,1858,369,8,41,326,8736,9174,11531,1.98,"$273,500 ","$48,920 ",46.7,44.4,49.2,FL,5,"West Palm Beach-Boca Raton, FL MSA",South,South Atlantic,15184,"$178,360 ","$634,411 ","$41,782 "
"$3,270 ",B,13,0.071428571,634,Lease,58120300,Services - Eating and Drinking,"Fast food restaurants, take-out & stands",9,19,"$61,800 ","$681,745 ",91.69,$0 ,"$7,203 ",3,0,0,0,,,1,0.11498495,no,0,,0,0,0,0,33214,30492,1184,2951,429,45,67,588,16654,16560,14021,2.57,"$148,900 ","$54,530 ",37.8,36.6,39,FL,5,"West Palm Beach-Boca Raton, FL MSA",South,South Atlantic,14544,"$109,889 ","$470,706 ","$32,364 "
"$3,810 ",C,1,0.5,487,Lease,52610000,Retail - Hardware & Home Improvement,Nurseries & garden centers,3,9,"$12,406 ","$168,071 ",93.13,"$1,089 ","$3,120 ",14,2,0,0,,,0.77777778,0.21971634,no,0,,0,0,0,0,11724,9842,1604,159,47,14,34,34,5845,5879,4303,2.9,"$105,900 ","$48,618 ",33.4,32.7,34.1,TN,6,"Memphis, TN-AR-MS MSA",South,East South Central,608,"$2,735 ","$12,222 ","$20,102 "
"$4,000 ",C,7,0.125,518,Lease,80110500,Services - Health,Specialist physicians,2,9,"$7,753 ","$387,256 ",98.04,"$2,407 ","$5,250 ",22,10,3,0,,,0.77777778,0.02428366,no,0,,0,0,0,0,42597,40783,405,291,1027,27,29,73,20205,22392,17902,2.39,"$129,500 ","$55,016 ",42.3,40.5,43.9,PA,5,"Pittsburgh, PA MSA",Northeast,Middle Atlantic,21605,"$135,036 ","$565,725 ","$26,185 "
"$3,030 ",C,30,0.032258065,668,Mortgage,58130100,Services - Eating and Drinking,Bars & lounges,9,11,"$50,508 ","$177,842 ",77.88,$0 ,"$2,981 ",0,0,0,0,,,1,0.28435758,no,0,,0,0,0,0,22432,21511,50,542,130,21,190,121,11084,11348,10317,2.34,"$107,600 ","$32,951 ",37.1,35,39.1,ID,8,,West,Mountain,15653,"$97,789 ","$421,967 ","$26,958 "
"$2,350 ",A,3,0.25,536,Lease,56210000,Retail - Clothes & Accessories,Women's clothing,8,9,"$279,700 ","$734,700 ",72.43,$65 ,"$6,077 ",1,1,0,0,,,0.88888889,0.02229652,no,0,,0,0,0,0,21724,18691,496,1320,1168,15,48,335,10156,11568,12581,1.74,"$463,200 ","$47,185 ",38.8,37.6,40.3,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,34637,"$413,791 ","$1,729,625 ","$49,936 "
"$2,750 ",A,18,0.052631579,498,Lease,58120500,Services - Eating and Drinking,Family restaurants,7,9,"$27,030 ","$202,729 ",88.24,"$4,073 ","$2,505 ",2,2,0,0,,,0.55555556,0.0300011,no,0,,0,0,8,0,23853,16963,5036,1596,523,4,105,795,11351,12502,10397,2.33,"$97,400 ","$36,208 ",36.5,34.4,38.6,NC,5,"Greensboro--Winston-Salem--High Point, NC MSA",South,South Atlantic,12099,"$72,723 ","$321,866 ","$26,603 "
"$2,960 ",A,2,0.333333333,590,Lease,59450000,Retail - Others,Toys & games,13,6,"$3,400 ","$169,361 ",98.03,$145 ,"$1,829 ",0,0,0,0,,,0.83333333,0.0224159,no,0,,0,1,0,922,46859,31265,10689,3331,1322,66,365,1676,29911,16948,15077,2.3,"$90,800 ","$33,605 ",24.8,23.6,29.5,VA,5,"Norfolk-Virginia Beach-Newport News, VA-NC",South,South Atlantic,1775,"$5,948 ","$27,444 ","$15,461 "
"$3,500 ",A,4,0.2,526,Lease,58129902,Services - Eating and Drinking,Cafe,3,18,"$99,150 ","$350,753 ",77.96,"$3,775 ","$4,779 ",31,10,14,0,,,0.61111111,0.03576439,no,0,,0,0,0,0,32297,16998,2947,23982,157,44,699,10160,16325,15972,8567,3.95,"$68,000 ","$32,998 ",25.7,25.3,26.3,AZ,7,"Phoenix-Mesa, AZ MSA",West,Mountain,2976,"$22,416 ","$90,977 ","$30,570 "
"$4,540 ",B,12,0.076923077,647,Lease,57220000,"Retail - Furniture, Furnishings & Appliances",Household appliances,0,5,"$8,000 ","$38,713 ",82.87,"$2,759 ",$708 ,1,0,25,0,,,0.6,0.03966455,yes,2,39.8825144,0,0,0,0,3906,3400,354,93,42,2,8,34,1939,1967,1720,2.42,"$73,600 ","$32,432 ",35.3,34.9,35.6,PA,5,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD CMSA",Northeast,Middle Atlantic,3497,"$47,744 ","$190,068 ","$54,352 "
"$2,650 ",A,13,0.071428571,531,Lease,80410000,Services - Health,Chiropractors,1,5,$300 ,"$11,551 ",97.47,"$4,908 ",$18 ,2,0,0,0,,,0.4,0.04063514,no,0,,0,3,0,863,39274,37800,71,544,183,13,431,159,19159,20115,16744,2.47,"$122,100 ","$33,805 ",38.1,37,39.2,MT,7,,West,Mountain,19452,"$116,669 ","$506,655 ","$26,046 "
"$2,730 ",B,7,0.125,591,Lease,72310000,Services - Personal,Beauty shops,9,10,$250 ,"$5,501 ",95.65,"$4,601 ",$50 ,0,0,0,0,,,0.2,0.04080209,no,0,,0,0,0,0,62765,16892,2383,49335,8725,59,850,30058,31901,30864,19792,3.31,"$169,000 ","$20,593 ",28.7,28,29.5,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,9458,"$55,735 ","$233,333 ","$24,670 "
"$3,290 ",B,3,0.25,598,Lease,79910000,Services - Amusement & Recreation,Gyms,4,20,"$250,425 ","$371,759 ",59.75,$0 ,"$5,554 ",9,1,0,0,,,1,0.15474441,no,0,,0,0,0,0,33865,25237,1122,7933,3283,73,246,2448,16295,17570,11868,2.81,"$233,000 ","$63,526 ",37.3,35.8,38.6,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,17814,"$147,516 ","$607,652 ","$34,111 "
"$2,900 ",A,25,0.038461539,662,Lease,76991400,Services - Miscellaneous Repair,Agricultural equipment repair,4,10,"$140,850 ","$357,271 ",71.72,$0 ,"$3,727 ",3,1,0,0,,,1,0.03165262,no,0,,0,0,0,0,58895,45279,5787,18154,1819,49,733,2960,28349,30546,21936,2.8,"$98,600 ","$42,934 ",34.9,33.4,36.3,FL,5,"Miami-Fort Lauderdale, FL CMSA",South,South Atlantic,13254,"$74,669 ","$317,909 ","$23,986 "
"$3,290 ",A,7,0.125,544,Lease,17990600,Services - Home Improvement,Home interior design & remodeling,2,10,"$16,580 ","$280,287 ",94.42,"$5,091 ","$3,038 ",9,0,0,0,,,0.9,0.04374536,no,0,,0,0,0,0,21293,8835,10355,2005,164,8,32,537,10678,10615,8566,2.73,"$108,900 ","$36,335 ",34.8,34,35.8,FL,5,"West Palm Beach-Boca Raton, FL MSA",South,South Atlantic,7357,"$44,984 ","$189,061 ","$25,698 "
"$3,000 ",C,6,0.142857143,624,Lease,72310000,Services - Personal,Beauty shops,4,13,"$10,700 ","$309,671 ",96.66,$0 ,"$2,944 ",0,0,0,0,,,1,0.03229762,no,0,,0,0,0,0,42961,25780,12446,7669,826,95,216,2091,20733,22228,19145,2.38,"$74,300 ","$26,985 ",32.3,31.4,33.3,FL,5,"Tampa-St. Petersburg-Clearwater, FL MSA",South,South Atlantic,30100,"$199,188 ","$817,451 ","$27,158 "
"$2,850 ",A,12,0.076923077,652,Lease,59470000,Retail - Others,Gifts & novelties,1,13,"$8,725 ","$172,529 ",95.19,$377 ,"$3,198 ",4,0,0,0,,,0.84615385,0.02717274,no,0,,0,0,0,0,76146,28328,19020,34009,11341,63,372,13513,38528,37618,30372,2.67,"$87,600 ","$26,931 ",28.3,28.1,28.5,TX,6,"Houston-Galveston-Brazoria, TX CMSA",South,West South Central,30454,"$219,501 ","$891,518 ","$29,274 "
"$2,590 ",B,3,0.25,580,Mortgage,41210000,Services - Transportation & Storage,Taxicab & limo service,3,12,"$1,061 ","$354,763 ",99.7,"$61,829 ","$2,720 ",3,0,0,0,,,0.33333333,0.00298621,no,0,,0,0,0,0,25133,21579,109,6630,81,26,82,2758,13104,12029,15040,2.4,"$135,800 ","$41,334 ",45.9,42.8,49.5,FL,5,"Fort Myers-Cape Coral, FL MSA",South,South Atlantic,7501,"$56,736 ","$209,376 ","$27,913 "
"$2,790 ",C,9,0.1,534,Lease,58120100,Services - Eating and Drinking,Ethnic food restaurants,2,4,"$4,200 ","$33,466 ",88.85,$980 ,$895 ,4,0,0,0,,,0.25,0,no,0,,0,0,5,0,20201,10230,7411,1897,494,78,267,887,10190,10011,9971,2.63,"$77,700 ","$28,616 ",26.7,26.2,27.1,NC,5,"Fayetteville, NC MSA",South,South Atlantic,2038,"$8,288 ","$34,849 ","$17,100 "
"$4,150 ",C,4,0.2,579,Lease,79910000,Services - Amusement & Recreation,Gyms,4,13,"$17,840 ","$180,378 ",91,$305 ,"$3,174 ",4,0,0,0,,,0.84615385,0.09835243,no,0,,0,0,0,0,38026,34355,785,1698,1605,10,52,643,18668,19358,14350,2.71,"$244,900 ","$74,335 ",37.4,36.4,38.3,IL,6,"Chicago-Gary-Kenosha, IL-IN-WI CMSA",Midwest,East North Central,10632,"$83,172 ","$354,760 ","$33,367 "
"$2,530 ",A,2,0.333333333,486,Lease,72310000,Services - Personal,Beauty shops,4,7,"$14,350 ","$4,133 ",22.36,$414 ,$172 ,4,0,0,0,,,0.42857143,0.97787887,no,0,,0,0,0,0,28873,7906,19595,548,252,27,82,267,12595,16278,12844,2.3,"$97,800 ","$46,520 ",40.3,37.9,42,PA,5,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD CMSA",Northeast,Middle Atlantic,3644,"$21,450 ","$89,176 ","$24,472 "
"$3,040 ",C,10,0.090909091,550,Lease,55710000,Retail - Automotive Dealers & Gas Stations,Motorcycles,8,6,$900 ,"$30,243 ",97.11,$516 ,$723 ,1,0,0,0,,,0.5,0.03560267,yes,1,51.7638169,0,0,0,0,36785,23744,9121,7714,525,24,178,1968,17955,18830,16216,2.46,"$69,500 ","$29,997 ",33.9,32.8,34.9,FL,5,"Tampa-St. Petersburg-Clearwater, FL MSA",South,South Atlantic,5283,"$26,319 ","$112,759 ","$21,344 "
"$2,780 ",C,4,0.2,577,Lease,52110200,Retail - Hardware & Home Improvement,Door & window products,12,16,"$130,030 ","$626,880 ",82.82,$0 ,"$5,317 ",1,0,0,0,,,0.9375,0.02501852,no,0,,0,0,0,0,26038,19867,900,4632,1513,130,220,1972,12582,13456,9931,2.71,"$155,000 ","$46,663 ",34.3,32.9,35.7,CA,8,"Modesto, CA MSA",West,Pacific,13898,"$85,870 ","$370,289 ","$26,643 "
"$2,650 ",C,20,0.047619048,678,Lease,70110200,Services - Hotels Rooming and Other Lodging,Vacation lodges,1,5,"$4,500 ","$137,425 ",96.83,$0 ,"$1,324 ",4,1,0,0,,,1,0.02237245,no,0,,0,0,3,0,3002,2856,75,41,4,0,11,14,1533,1469,2414,2.4,"$178,500 ","$32,441 ",40.9,40.2,42.1,FL,5,,South,South Atlantic,827,"$3,720 ","$17,337 ","$20,964 "
"$2,700 ",A,11,0.083333333,509,Mortgage,58120800,Services - Eating and Drinking,Steak & barbecue restaurants,1,8,"$44,150 ","$524,791 ",92.24,$64 ,"$6,343 ",5,1,1,0,,,0.875,0.08506986,no,0,,0,0,0,0,10380,8889,1299,155,16,4,27,83,5040,5340,4407,2.5,"$91,400 ","$37,423 ",37.8,36.6,38.9,NC,5,"Greensboro--Winston-Salem--High Point, NC MSA",South,South Atlantic,1239,"$9,136 ","$36,906 ","$29,787 "
"$3,140 ",C,5,0.166666667,668,Lease,58130100,Services - Eating and Drinking,Bars & lounges,10,11,"$50,508 ","$177,842 ",77.88,$0 ,"$2,981 ",0,0,0,0,,,1,0.28435758,no,0,,0,0,0,0,27385,26366,49,643,140,18,226,151,13563,13822,10477,2.73,"$117,100 ","$39,368 ",33.2,32.6,33.8,ID,8,,West,Mountain,7488,"$41,830 ","$188,948 ","$25,233 "
"$3,750 ",C,4,0.2,633,Lease,59410000,Retail - Others,Sporting goods,1,12,"$91,500 ","$780,203 ",89.5,$308 ,"$4,954 ",5,0,0,0,,,0.75,0.03244941,no,0,,0,0,0,0,30568,10645,3326,10336,8194,139,521,5411,15191,15377,9305,3.42,"$84,800 ","$27,429 ",26.9,25.9,27.8,CA,8,"Sacramento-Yolo, CA CMSA",West,Pacific,4556,"$32,735 ","$144,829 ","$31,789 "
"$3,880 ",B,8,0.111111111,467,Lease,80710000,Services - Health,Medical labs,0,11,"$2,700 ","$341,027 ",99.21,"$4,127 ","$3,501 ",39,7,1,0,,,0.45454545,0.01244308,no,0,,0,0,0,0,40466,26834,9296,8772,589,30,141,1776,20222,20244,20897,2.19,"$92,300 ","$28,610 ",36.9,36.4,37.4,FL,5,"Miami-Fort Lauderdale, FL CMSA",South,South Atlantic,16745,"$112,285 ","$464,931 ","$27,765 "
"$2,520 ",B,2,0.333333333,603,Lease,76991600,Services - Miscellaneous Repair,Household appliance repair,4,3,"$1,900 ","$10,611 ",84.81,$384 ,$426 ,0,0,0,0,,,0.33333333,0,yes,1,29.0585218,0,4,0,4509,48536,34746,10275,2243,649,15,586,931,23077,25459,23049,2.4,"$66,000 ","$30,489 ",36.3,34.9,37.6,MD,5,"Washington-Baltimore, DC-MD-VA-WV CMSA",South,South Atlantic,28387,"$265,755 ","$1,089,694 ","$38,387 "
"$3,960 ",B,6,0.142857143,552,Lease,58120500,Services - Eating and Drinking,Family restaurants,3,19,"$7,378 ","$326,508 ",97.79,"$8,588 ","$4,447 ",13,6,7,0,,,0.31578947,0.00313617,no,0,,0,0,0,0,34424,17394,14622,601,875,14,53,459,16002,18422,13995,2.35,"$121,500 ","$41,580 ",31.2,29.2,33.2,MO,6,"St. Louis, MO-IL MSA",Midwest,West North Central,21568,"$180,550 ","$787,973 ","$36,534 "
"$2,410 ",B,5,0.166666667,486,Lease,83510000,Services - Social Services,Child day care services,13,10,"$24,704 ","$26,613 ",51.86,$0 ,$720 ,2,2,0,0,,,1,0,no,0,,0,0,0,0,10539,9104,796,295,273,0,20,146,5162,5377,4956,2.22,"$164,500 ","$39,757 ",31.9,30.8,33.3,IA,6,"Davenport-Moline-Rock Island, IA-IL MSA",Midwest,West North Central,12563,"$84,133 ","$361,411 ","$28,768 "
"$2,640 ",A,3,0.25,663,Lease,58120500,Services - Eating and Drinking,Family restaurants,3,8,"$10,400 ","$17,544 ",62.78,$230 ,$494 ,1,0,0,0,,,0.875,0.32751473,no,0,,0,0,5,0,3840,3460,191,120,106,0,3,18,1897,1943,1235,3.2,"$302,500 ","$106,977 ",31.4,31.7,31,VA,5,"Washington-Baltimore, DC-MD-VA-WV CMSA",South,South Atlantic,244,"$2,186 ","$11,875 ","$48,668 "
"$2,340 ",B,5,0.166666667,602,Lease,72310000,Services - Personal,Beauty shops,7,11,"$2,800 ","$16,823 ",85.73,"$1,647 ",$663 ,0,0,0,0,,,0.72727273,0.07493615,no,0,,0,0,0,0,44931,39364,835,3962,1024,109,514,1836,22809,22122,14408,3.18,"$121,600 ","$46,311 ",25.6,25.1,26,UT,7,"Salt Lake City-Ogden, UT MSA",West,Mountain,7514,"$42,587 ","$176,948 ","$23,549 "
"$3,420 ",C,15,0.0625,503,Mortgage,75340000,Services - Auto Repair & Maintenance,Tire retreading & repair shops,1,8,"$5,000 ","$364,284 ",98.65,"$8,665 ","$2,739 ",8,3,5,0,,,0.625,0.03316874,no,0,,0,0,0,0,50993,42095,4442,7192,1321,29,96,1357,23795,27198,24749,2.23,"$113,800 ","$38,860 ",41,38.8,43.5,FL,5,"Miami-Fort Lauderdale, FL CMSA",South,South Atlantic,12456,"$72,846 ","$302,819 ","$24,311 "
"$2,320 ",B,4,0.2,633,Lease,72310000,Services - Personal,Beauty shops,4,9,"$5,200 ","$46,476 ",89.94,$0 ,"$1,263 ",1,1,0,0,,,1,0.0636793,no,0,,0,0,0,0,20395,17801,621,1490,831,15,62,452,11975,8420,14422,1.5,"$769,000 ","$51,215 ",39.9,39.6,40.6,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,16921,"$193,800 ","$1,006,230 ","$59,466 "
"$3,730 ",A,1,0.5,498,Lease,58120800,Services - Eating and Drinking,Steak & barbecue restaurants,5,11,"$10,638 ","$455,973 ",97.72,"$2,900 ","$4,290 ",22,11,5,0,,,0.63636364,0.03359304,no,0,,0,0,0,0,34707,24192,4641,4858,1738,269,236,2014,17458,17249,12185,3.07,"$134,300 ","$59,325 ",30.8,30.8,30.9,NV,8,"Las Vegas, NV-AZ MSA",West,Mountain,6717,"$54,067 ","$241,017 ","$35,882 "
"$3,290 ",B,7,0.125,631,Lease,72310000,Services - Personal,Beauty shops,5,22,"$95,509 ","$863,593 ",90.04,$0 ,"$8,079 ",18,6,0,0,,,1,0.06442048,no,0,,0,0,0,0,26243,22404,2585,646,460,13,167,174,12605,13638,11531,2.41,"$93,800 ","$38,841 ",37.4,35.9,38.8,FL,6,"Panama City, FL MSA",South,South Atlantic,16219,"$102,390 ","$438,724 ","$27,050 "
"$4,150 ",C,3,0.25,586,Lease,59991100,Retail - Others,Pets & pet supplies,3,13,"$13,800 ","$381,681 ",96.51,$0 ,"$3,421 ",15,7,1,0,,,1,0.05447776,yes,1,96.3028178,0,0,0,0,25132,11983,111,1966,3968,2728,120,352,12622,12510,12605,2.69,"$229,300 ","$48,264 ",39.4,39,39.9,HI,10,,West,Pacific,13956,"$90,204 ","$382,333 ","$27,396 "
"$2,930 ",A,1,0.5,652,Lease,58120100,Services - Eating and Drinking,Ethnic food restaurants,4,6,"$5,668 ","$23,417 ",80.51,$0 ,$771 ,0,0,0,0,,,1,0.28757757,no,0,,0,0,0,0,48693,32092,4065,15416,3238,328,428,5860,25929,22764,23270,2.28,"$128,200 ","$30,609 ",32.3,32.1,32.4,NV,8,"Las Vegas, NV-AZ MSA",West,Mountain,60399,"$541,628 ","$2,352,398 ","$38,948 "
"$5,500 ",A,1,0.5,544,Lease,58120305,Services - Eating and Drinking,Delicatessen,2,8,$250 ,"$50,905 ",99.51,$530 ,$335 ,0,6,48,0,,,0.625,0.0069318,yes,1,36.6000952,0,0,0,0,19423,16108,1171,2089,973,6,59,641,9383,10040,9461,2.19,"$189,300 ","$40,792 ",40.3,37.9,42.2,LA,6,"New Orleans, LA MSA",South,West South Central,31934,"$235,311 ","$988,940 ","$30,968 "
"$3,540 ",C,10,0.090909091,602,Lease,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,1,21,"$81,926 ","$182,306 ",68.99,$0 ,"$3,809 ",9,2,1,0,,,0.9047619,0.25982479,no,0,,0,0,0,0,40491,39170,555,265,182,18,104,71,19382,21109,18567,2.37,"$68,900 ","$28,874 ",38.4,36.9,39.8,WV,5,"Parkersburg-Marietta, WV-OH MSA",South,South Atlantic,20117,"$113,873 ","$467,614 ","$23,245 "
